J1,J2,J3,J4,J5,J6,X,Y,Z
135.1503395823196,-22.484718390398626,-23.548445233525996,134.8440361844598,59.157520202536574,-171.54294696052065,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-20.38327143177628,-42.367292074330834,-85.21696534653061,-149.23804204280407,-47.853323111047686,51.31708938947003,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-5.830021939658195,-40.379519866153984,-38.06271874487619,113.0284107268738,77.44868750714608,-360.62832437543693,0.5454988095386193,0.0007326702103254808,1.1342183185242167
105.36153351974963,-99.37251789417282,-26.297644551089604,-151.63673915697996,61.106285116093915,80.85681976576461,0.5454988095386193,0.0007326702103254808,1.1342183185242167
63.934606226093905,50.446942386181405,16.693637412737488,17.28944388428181,98.24348450718338,-31.587094673101944,0.5454988095386193,0.0007326702103254808,1.1342183185242167
50.77380063634757,108.75499285742686,-58.40952696484345,-118.7282659145929,-109.72670212975865,-293.7672024331407,0.5454988095386193,0.0007326702103254808,1.1342183185242167
97.80242109973756,-48.54564572600146,-50.759481466736446,-7.944422276987694,81.02819743966003,308.0949861086292,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-0.9933776732055719,24.31101618335643,23.496247287352276,101.17809242443025,-114.38058972301033,122.33391932349184,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-86.50453933061573,48.8291882495227,-24.306684990718324,101.156844725925,-116.13033141659189,-279.65959811279845,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-18.278724568589553,-84.64986831033521,25.554195765040134,73.52326414190122,-62.24366443426362,39.46202134118096,0.5454988095386193,0.0007326702103254808,1.1342183185242167
72.66666740894152,52.79943922148996,15.291955765322086,-37.889331005084415,-25.38796426667146,133.38059620582294,0.5454988095386193,0.0007326702103254808,1.1342183185242167
98.22307029872087,-2.3234343884865467,22.2455885143261,-99.54135589734001,77.95166797454107,-365.96606861735745,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-55.074447075795746,89.27119704149484,35.24757616736795,31.412063551777692,56.02789684714125,93.4176577188465,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-143.20886943946311,31.670857966858335,-100.74673925362211,-67.930961483094,54.063321888661164,28.857393120479458,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-109.40776634784658,-7.947541657367907,-90.94705359928206,-111.57538235149396,-6.127617411312855,76.06228870264573,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-48.39507183589359,-10.67563374195015,69.36865849953517,138.9197538252322,-99.563973626454,-145.1276495076404,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-82.62337150258381,8.517770509762343,-85.39785320730735,-91.93033050405688,39.603186600487305,278.8102207047896,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-90.79987677271772,71.22327164762615,-45.79059439629158,54.02919039458001,102.83740381556419,251.43102715067414,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-62.757615161617665,31.46465447037832,-68.26026618378174,-78.09840698362055,22.40944472199658,344.79714148167136,0.5454988095386193,0.0007326702103254808,1.1342183185242167
136.9861270625354,-83.52516768790873,19.995090544459686,118.61518157075983,48.95835018090406,242.08104700024035,0.5454988095386193,0.0007326702103254808,1.1342183185242167
136.7971773577121,88.8106339545024,-39.501351478154604,-88.04093137518944,-34.09819472708109,349.2410338166351,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-25.236119657518316,25.003911392459543,-53.52118396667619,133.62914994181767,-15.14274292712291,230.79664211716204,0.5454988095386193,0.0007326702103254808,1.1342183185242167
75.36875878428444,-30.16792662039522,-80.99871842099215,-54.06386766427062,74.60256283932722,-295.19972143895137,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-86.20116480660676,73.66451027420732,-38.10563412115641,0.8584176596363591,-84.68541583505394,174.47853523875926,0.5454988095386193,0.0007326702103254808,1.1342183185242167
98.92591510831062,-94.43633378970208,46.457206108743264,86.14455909284007,-89.17893822567109,71.52540495395317,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-111.87370576891632,109.15442137131146,-34.47671161544106,152.73088526667846,10.453868637707671,260.61759909223645,0.5454988095386193,0.0007326702103254808,1.1342183185242167
8.088191707622059,-21.83906792281499,-94.14013846976471,-59.20908892809439,27.22425846357632,-0.7134117252882675,0.5454988095386193,0.0007326702103254808,1.1342183185242167
34.71400638912701,100.42393119685119,66.1989561690757,-21.270723140871183,71.72585729520381,51.341544374029354,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-0.7205086921964892,-47.95409895700075,48.55489998753637,69.49367703358209,-62.115711927295166,362.84679530751885,0.5454988095386193,0.0007326702103254808,1.1342183185242167
54.002795357466255,-96.84506064999682,67.8199641491295,62.76983416874788,-76.87203125355742,104.70755173319424,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-55.70975187574136,-73.76258046906426,15.94576989977736,141.75351731299918,-48.730783595927534,393.80280523585975,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-27.257345904104938,97.22045724066004,-72.73240775279763,135.7443750963484,-92.24527062105133,-171.02596743145585,0.5454988095386193,0.0007326702103254808,1.1342183185242167
125.11658212189303,6.075547358116353,-49.99368440237464,98.63746274627493,-112.6699347570039,-5.585568083733051,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-71.35737124561561,99.99552201091663,-37.05796071293679,-110.28821633240376,86.87415379963957,-107.3824168788172,0.5454988095386193,0.0007326702103254808,1.1342183185242167
41.11755761516196,-90.17686718709689,-76.4804402142878,33.85582823056026,-80.7420542843206,-140.8522547799477,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-161.7557782167865,8.023011922831756,-9.558077651212244,-72.55111251996041,-108.16016938118926,-229.1086969387062,0.5454988095386193,0.0007326702103254808,1.1342183185242167
114.3576999336384,18.569384643075438,-71.36412771042217,-156.4559047950458,-71.59368368915815,-68.54739869926539,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-87.008954452309,-17.642665371777184,-75.86661210151613,130.3326424217679,90.28093700446703,-244.17729727713936,0.5454988095386193,0.0007326702103254808,1.1342183185242167
163.17988721089228,35.48980529744014,-22.45198057965534,-39.45835611564583,106.26827774383014,-187.49134330178353,0.5454988095386193,0.0007326702103254808,1.1342183185242167
-100.83140299608127,7.471371696176519,-90.94159576156554,144.43581830832608,105.94577444159214,313.94944424205903,0.5454988095386193,0.0007326702103254808,1.1342183185242167
